"entity","device","lat_lng"
"VDC","VDC419","13.3921333333333337 , 99.9493133333333361"
"VDC","VDC41906","16.5454983333333345 , 104.715620000000001"
"VDC","VDC41914","13.6448033333333338 , 100.582823333333337"
"VDC","VDC4192","0 , 0"
"VDC","VDC41921","13.0374433333333322 , 101.136015000000015"
"VDC","VDC42106","0 , 0"
"VDC","VDC42308","0 , 0"
"VDC","VDC42320","0 , 0"
"VDC","VDC42323","0 , 0"
"VDC","VDC42341","0 , 0"
"VDC","VDC42443","14.6709583333333331 , 103.350570000000005"
"VDC","VDC42550","0 , 0"
"VDC","VDC42561","0 , 0"
"VDC","VDC42562","17.0056933333333333 , 101.365821666666676"
"VDC","VDC42563","16.407983333333334 , 101.198633333333333"
"VDC","VDC42564","0 , 0"
"VDC","VDC42569","16.1763933333333334 , 101.084056666666669"
"VDC","VDC42572","16.4363366666666657 , 101.14511499999999"
"VDC","VDC42575","0 , 0"
"VDC","VDC42577","0 , 0"
"VDC","VDC42578","0 , 0"
"VDC","VDC42582","0 , 0"
"VDC","VDC42589","0 , 0"
"VDC","VDC42661","0 , 0"
"VDC","VDC42679","0 , 0"
"VDC","VDC42811","8.01908666666666825 , 98.9915633333333318"
"VDC","VDC42893","0 , 0"
"VDC","VDC42933","0 , 0"
"VDC","VDC42954","0 , 0"
"VDC","VDC431","14.0350959 , 100.766160999999997"
"VDC","VDC43224","8.22921833333333375 , 98.35104166666666"
"VDC","VDC43343","0 , 0"
"VDC","VDC43351","15.0457183333333315 , 100.171141666666671"
"VDC","VDC43376","0 , 0"
"VDC","VDC43384","0 , 0"
"VDC","VDC43393","14.978629999999999 , 100.241749999999982"
"VDC","VDC43394","0 , 0"
"VDC","VDC43418","0 , 0"
"VDC","VDC43472","0 , 0"
"VDC","VDC43501","13.6180899999999987 , 100.271115000000009"
"VDC","VDC43578","15.8674483333333338 , 102.231264999999979"
"VDC","VDC43597","16.6329483333333314 , 100.992415000000008"
"VDC","VDC43599","0 , 0"
"VDC","VDC43610","14.8927916666666693 , 101.767773333333324"
"VDC","VDC43627","0 , 0"
"VDC","VDC4364","0 , 0"
"VDC","VDC43720","0 , 0"
"VDC","VDC43783","0 , 0"
"VDC","VDC43828","0 , 0"
"VDC","VDC43839","0 , 0"
"VDC","VDC43918","0 , 0"
"VDC","VDC43931","0 , 0"
"VDC","VDC44069","0 , 0"
"VDC","VDC44085","0 , 0"
"VDC","VDC44113","0 , 0"
"VDC","VDC44133","0 , 0"
"VDC","VDC44181","0 , 0"
"VDC","VDC44278","0 , 0"
"VDC","VDC44372","18.1625983333333352 , 103.373310000000004"
"VDC","VDC44388","0 , 0"
"VDC","VDC44535","0 , 0"
"VDC","VDC44537","0 , 0"
"VDC","VDC44539","0 , 0"
"VDC","VDC44540","8.37543333333333173 , 98.7442800000000176"
"VDC","VDC44541","0 , 0"
"VDC","VDC44542","0 , 0"
"VDC","VDC44546","0 , 0"
"VDC","VDC44550","13.655148333333333 , 100.429588333333328"
"VDC","VDC44569","13.9655183333333337 , 100.963186666666658"
"VDC","VDC44591","0 , 0"
"VDC","VDC44597","0 , 0"
"VDC","VDC44598","0 , 0"
"VDC","VDC44816","0 , 0"
"VDC","VDC44866","0 , 0"
"VDC","VDC44913","0 , 0"
"VDC","VDC44958","0 , 0"
"VDC","VDC44994","0 , 0"
"VDC","VDC45049","0 , 0"
"VDC","VDC45065","0 , 0"
"VDC","VDC45070","0 , 0"
"VDC","VDC45223","0 , 0"
"VDC","VDC45227","0 , 0"
"VDC","VDC45264","14.0830550000000017 , 100.301311666666663"
"VDC","VDC45290","0 , 0"
"VDC","VDC45298","0 , 0"
"VDC","VDC45301","0 , 0"
"VDC","VDC45310","0 , 0"
"VDC","VDC45324","0 , 0"
"VDC","VDC45354","0 , 0"
"VDC","VDC45359","13.6015766666666647 , 100.506755000000013"
"VDC","VDC45370","0 , 0"
"VDC","VDC45371","13.8739966666666685 , 99.821425000000005"
"VDC","VDC45372","0 , 0"
"VDC","VDC45373","0 , 0"
"VDC","VDC45380","13.395838333333332 , 101.11798166666668"
"VDC","VDC45385","0 , 0"
"VDC","VDC45387","0 , 0"
"VDC","VDC45394","13.4104949999999992 , 101.065398333333334"
"VDC","VDC45404","12.6811899999999991 , 101.034474999999986"
"VDC","VDC45405","13.3280266666666645 , 100.962311666666665"
"VDC","VDC45408","0 , 0"
"VDC","VDC45409","0 , 0"
"VDC","VDC45420","0 , 0"
"VDC","VDC45421","0 , 0"
"VDC","VDC45422","14.4299499999999998 , 102.463386666666665"
"VDC","VDC45428","0 , 0"
"VDC","VDC45433","0 , 0"
"VDC","VDC45434","13.7721700000000009 , 100.426795000000013"
"VDC","VDC45436","0 , 0"
"VDC","VDC45437","0 , 0"
"VDC","VDC45462","0 , 0"
"VDC","VDC45638","0 , 0"
"VDC","VDC45640","0 , 0"
"VDC","VDC45641","0 , 0"
"VDC","VDC45642","0 , 0"
"VDC","VDC45647","0 , 0"
"VDC","VDC45648","16.7738533333333315 , 101.243581666666671"
"VDC","VDC45650","16.6354466666666667 , 101.215555000000009"
"VDC","VDC45651","0 , 0"
"VDC","VDC45658","16.7801833333333335 , 101.246140000000011"
"VDC","VDC45669","0 , 0"
"VDC","VDC45670","16.5830649999999977 , 101.202730000000003"
"VDC","VDC45671","0 , 0"
"VDC","VDC45680","0 , 0"
"VDC","VDC45687","0 , 0"
"VDC","VDC45711","0 , 0"
"VDC","VDC45760","17.3975883333333314 , 102.78799166666667"
"VDC","VDC45824","0 , 0"
"VDC","VDC45843","0 , 0"
"VDC","VDC45856","0 , 0"
"VDC","VDC45863","0 , 0"
"VDC","VDC45935","0 , 0"
"VDC","VDC46003","0 , 0"
"VDC","VDC46062","13.7446166666666656 , 100.591778333333338"
"VDC","VDC46095","14.8486899999999995 , 100.668701666666678"
"VDC","VDC46256","0 , 0"
"VDC","VDC46335","0 , 0"
"VDC","VDC46388","0 , 0"
"VDC","VDC46394","8.38461000000000034 , 98.3626033333333254"
"VDC","VDC46427","0 , 0"
"VDC","VDC46460","0 , 0"
"VDC","VDC46477","0 , 0"
"VDC","VDC46525","0 , 0"
"VDC","VDC46535","0 , 0"
"VDC","VDC46544","0 , 0"
"VDC","VDC46555","0 , 0"
"VDC","VDC46571","0 , 0"
"VDC","VDC46625","12.5613250000000001 , 99.9555849999999992"
"VDC","VDC46629","13.8904916666666658 , 100.687026666666682"
"VDC","VDC46637","0 , 0"
"VDC","VDC46639","14.338971666666664 , 100.60052499999999"
"VDC","VDC46640","0 , 0"
"VDC","VDC46653","0 , 0"
"VDC","VDC46655","7.69007833333333402 , 100.004378333333321"
"VDC","VDC46658","0 , 0"
"VDC","VDC46667","0 , 0"
"VDC","VDC46670","0 , 0"
"VDC","VDC46822","0 , 0"
"VDC","VDC46842","15.3320733333333354 , 102.17488166666665"
"VDC","VDC46937","0 , 0"
"VDC","VDC46941","0 , 0"
"VDC","VDC46948","13.6874016666666645 , 100.426474999999996"
"VDC","VDC46950","0 , 0"
"VDC","VDC46958","0 , 0"
"VDC","VDC46987","0 , 0"
"VDC","VDC46995","0 , 0"
"VDC","VDC47046","0 , 0"
"VDC","VDC47070","12.6000333333333323 , 99.9418266666666568"
"VDC","VDC47093","0 , 0"
"VDC","VDC47171","13.651091666666666 , 100.448024999999987"
"VDC","VDC47203","0 , 0"
"VDC","VDC47260","0 , 0"
"VDC","VDC47266","14.914081666666668 , 100.467085000000012"
"VDC","VDC47282","0 , 0"
"VDC","VDC47359","0 , 0"
"VDC","VDC47374","0 , 0"
"VDC","VDC47417","0 , 0"
"VDC","VDC47440","0 , 0"
"VDC","VDC47535","0 , 0"
"VDC","VDC47564","14.7189366666666661 , 98.6576666666666569"
"VDC","VDC47636","14.6090199999999975 , 102.028745000000015"
"VDC","VDC47673","0 , 0"
"VDC","VDC47694","0 , 0"
"VDC","VDC47766","0 , 0"
"VDC","VDC47821","0 , 0"
"VDC","VDC47823","0 , 0"
"VDC","VDC47916","15.0378816666666655 , 100.543989999999994"
"VDC","VDC47922","0 , 0"
"VDC","VDC48028","0 , 0"
"VDC","VDC48048","0 , 0"
"VDC","VDC48057","13.6103516666666682 , 100.212681666666654"
"VDC","VDC48061","0 , 0"
"VDC","VDC48071","0 , 0"
"VDC","VDC48075","0 , 0"
"VDC","VDC48166","16.8017366666666668 , 104.009896666666677"
"VDC","VDC48206","0 , 0"
"VDC","VDC48255","14.0707383333333347 , 99.4911300000000125"
"VDC","VDC48262","13.8284666666666674 , 99.9392966666666638"
"VDC","VDC48282","14.0263883333333332 , 99.5444866666666712"
"VDC","VDC48292","0 , 0"
"VDC","VDC48342","0 , 0"
"VDC","VDC48358","0 , 0"
"VDC","VDC48380","0 , 0"
"VDC","VDC48403","0 , 0"
"VDC","VDC48415","0 , 0"
"VDC","VDC48417","0 , 0"
"VDC","VDC48423","0 , 0"
"VDC","VDC48449","0 , 0"
"VDC","VDC48496","0 , 0"
"VDC","VDC48520","0 , 0"
"VDC","VDC48532","0 , 0"
"VDC","VDC48555","0 , 0"
"VDC","VDC48642","0 , 0"
"VDC","VDC48700","9.41529833333333421 , 99.0037166666666621"
"VDC","VDC48704","0 , 0"
"VDC","VDC48706","0 , 0"
"VDC","VDC48708","0 , 0"
"VDC","VDC48759","9.06238833333333282 , 99.8358249999999856"
"VDC","VDC48792","0 , 0"
"VDC","VDC48883","0 , 0"
"VDC","VDC48989","8.57698333333333451 , 98.9199383333333202"
"VDC","VDC49096","0 , 0"
"VDC","VDC49120","0 , 0"
"VDC","VDC49130","0 , 0"
"VDC","VDC49228","13.810928333333333 , 99.9354216666666559"
"VDC","VDC49236","0 , 0"
"VDC","VDC49243","13.9858849999999997 , 99.702446666666674"
"VDC","VDC49259","0 , 0"
"VDC","VDC4936","15.9094916666666677 , 103.544029999999992"
"VDC","VDC49371","0 , 0"
"VDC","VDC49435","0 , 0"
"VDC","VDC49477","0 , 0"
"VDC","VDC49511","0 , 0"
"VDC","VDC49530","16.794158333333332 , 101.285251666666682"
"VDC","VDC49543","0 , 0"
"VDC","VDC49551","0 , 0"
"VDC","VDC49554","0 , 0"
"VDC","VDC49556","0 , 0"
"VDC","VDC49558","0 , 0"
"VDC","VDC49577","16.727528333333332 , 101.274053333333327"
"VDC","VDC49591","15.2230466666666686 , 104.323855000000009"
"VDC","VDC49608","0 , 0"
"VDC","VDC49610","16.7635783333333315 , 101.170233333333329"
"VDC","VDC49612","0 , 0"
"VDC","VDC49621","14.0593100000000018 , 99.4944283333333317"
"VDC","VDC49640","0 , 0"
"VDC","VDC49673","15.1946083333333331 , 102.107506666666666"
"VDC","VDC49682","14.7466666666666661 , 98.6329666666666469"
"VDC","VDC49735","0 , 0"
"VDC","VDC49769","0 , 0"
"VDC","VDC49853","0 , 0"
"VDC","VDC49900","0 , 0"
"VDC","VDC49985","0 , 0"
"VDC","VDC50083","0 , 0"
"VDC","VDC50230","0 , 0"
"VDC","VDC50252","0 , 0"
"VDC","VDC50257","0 , 0"
"VDC","VDC50409","0 , 0"
"VDC","VDC50459","0 , 0"
"VDC","VDC50469","0 , 0"
"VDC","VDC50470","0 , 0"
"VDC","VDC50535","0 , 0"
"VDC","VDC50574","0 , 0"
"VDC","VDC50616","0 , 0"
"VDC","VDC50701","0 , 0"
"VDC","VDC50827","0 , 0"
"VDC","VDC50837","0 , 0"
"VDC","VDC51020","0 , 0"
"VDC","VDC51023","0 , 0"
"VDC","VDC51136","0 , 0"
"VDC","VDC51217","0 , 0"
"VDC","VDC51254","0 , 0"
"VDC","VDC51271","0 , 0"
"VDC","VDC51286","0 , 0"
"VDC","VDC51293","14.5264833333333332 , 100.911371666666668"
"VDC","VDC51380","0 , 0"
"VDC","VDC51444","0 , 0"
"VDC","VDC51483","0 , 0"
"VDC","VDC51508","0 , 0"
"VDC","VDC5160","17.3916616666666677 , 102.791314999999997"
"VDC","VDC51641","0 , 0"
"VDC","VDC51671","0 , 0"
"VDC","VDC51676","14.0116399999999999 , 99.547923333333344"
"VDC","VDC51719","0 , 0"
"VDC","VDC51819","16.8556666666666644 , 100.27230666666668"
"VDC","VDC51857","0 , 0"
"VDC","VDC51859","14.9733783333333346 , 103.467636666666664"
"VDC","VDC51944","0 , 0"
"VDC","VDC51969","0 , 0"
"VDC","VDC52173","0 , 0"
"VDC","VDC52183","0 , 0"
"VDC","VDC52188","0 , 0"
"VDC","VDC52189","0 , 0"
"VDC","VDC52191","0 , 0"
"VDC","VDC52196","0 , 0"
"VDC","VDC52201","0 , 0"
"VDC","VDC52202","0 , 0"
"VDC","VDC52212","0 , 0"
"VDC","VDC52213","0 , 0"
"VDC","VDC52216","16.0563149999999979 , 101.131293333333332"
"VDC","VDC52275","0 , 0"
"VDC","VDC52453","0 , 0"
"VDC","VDC52514","0 , 0"
"VDC","VDC52533","0 , 0"
"VDC","VDC52545","0 , 0"
"VDC","VDC52658","0 , 0"
"VDC","VDC52731","0 , 0"
"VDC","VDC52733","0 , 0"
"VDC","VDC52735","0 , 0"
"VDC","VDC52739","0 , 0"
"VDC","VDC52810","0 , 0"
"VDC","VDC52921","0 , 0"
"VDC","VDC52953","0 , 0"
"VDC","VDC53004","7.75956000000000046 , 100.060333333333347"
"VDC","VDC53111","0 , 0"
"VDC","VDC53144","0 , 0"
"VDC","VDC53169","0 , 0"
"VDC","VDC53234","0 , 0"
"VDC","VDC53240","0 , 0"
"VDC","VDC53383","0 , 0"
"VDC","VDC53496","0 , 0"
"VDC","VDC53512","0 , 0"
"VDC","VDC53551","0 , 0"
"VDC","VDC53601","0 , 0"
"VDC","VDC537","0 , 0"
"VDC","VDC53705","0 , 0"
"VDC","VDC53740","0 , 0"
"VDC","VDC53763","13.847176666666666 , 99.8339299999999952"
"VDC","VDC53768","0 , 0"
"VDC","VDC53862","0 , 0"
"VDC","VDC53939","0 , 0"
"VDC","VDC53944","0 , 0"
"VDC","VDC54263","0 , 0"
"VDC","VDC54423","0 , 0"
"VDC","VDC54451","0 , 0"
"VDC","VDC5446","17.3274766666666657 , 104.041139999999999"
"VDC","VDC54586","0 , 0"
"VDC","VDC54767","0 , 0"
"VDC","VDC54789","0 , 0"
"VDC","VDC54817","0 , 0"
"VDC","VDC54915","0 , 0"
"VDC","VDC54983","0 , 0"
"VDC","VDC55006","0 , 0"
"VDC","VDC55029","0 , 0"
"VDC","VDC55201","0 , 0"
"VDC","VDC55209","0 , 0"
"VDC","VDC55263","0 , 0"
"VDC","VDC55402","0 , 0"
"VDC","VDC55431","0 , 0"
"VDC","VDC55520","0 , 0"
"VDC","VDC55536","0 , 0"
"VDC","VDC55600","0 , 0"
"VDC","VDC55673","0 , 0"
"VDC","VDC55765","0 , 0"
"VDC","VDC55793","0 , 0"
"VDC","VDC55972","0 , 0"
"VDC","VDC55984","0 , 0"
"VDC","VDC56000","15.9822049999999987 , 103.650549999999996"
"VDC","VDC5605","0 , 0"
"VDC","VDC56061","0 , 0"
"VDC","VDC56069","14.0356983333333343 , 99.5600099999999912"
"VDC","VDC56079","0 , 0"
"VDC","VDC56093","0 , 0"
"VDC","VDC56098","0 , 0"
"VDC","VDC56104","0 , 0"
"VDC","VDC56110","0 , 0"
"VDC","VDC56146","0 , 0"
"VDC","VDC5615","14.0019833333333317 , 100.614729999999994"
"VDC","VDC56159","0 , 0"
"VDC","VDC56160","0 , 0"
"VDC","VDC56233","14.8178666666666654 , 101.303153333333341"
"VDC","VDC5624","0 , 0"
"VDC","VDC5628","0 , 0"
"VDC","VDC5633","17.6916416666666656 , 103.257788333333338"
"VDC","VDC5635","0 , 0"
"VDC","VDC56355","0 , 0"
"VDC","VDC56439","0 , 0"
"VDC","VDC56445","0 , 0"
"VDC","VDC56530","0 , 0"
"VDC","VDC5655","12.8762966666666667 , 101.09181333333332"
"VDC","VDC5661","0 , 0"
"VDC","VDC5662","0 , 0"
"VDC","VDC56647","0 , 0"
"VDC","VDC56711","0 , 0"
"VDC","VDC57026","17.1951766666666686 , 99.7781500000000108"
"VDC","VDC57210","0 , 0"
"VDC","VDC57254","0 , 0"
"VDC","VDC5728","0 , 0"
"VDC","VDC57306","16.6100250000000003 , 100.350361666666657"
"VDC","VDC57320","0 , 0"
"VDC","VDC57359","0 , 0"
"VDC","VDC57549","0 , 0"
"VDC","VDC57607","0 , 0"
"VDC","VDC57612","-8.59687333333333292 , -162.614868333333305"
"VDC","VDC57628","0 , 0"
"VDC","VDC57631","0 , 0"
"VDC","VDC57917","0 , 0"
"VDC","VDC58011","0 , 0"
"VDC","VDC58023","0 , 0"
"VDC","VDC58158","0 , 0"
"VDC","VDC58752","0 , 0"
"VDC","VDC58776","0 , 0"
"VDC","VDC58787","0 , 0"
"VDC","VDC58903","0 , 0"
"VDC","VDC58930","16.4307183333333349 , 101.15103666666667"
"VDC","VDC58942","0 , 0"
"VDC","VDC58950","0 , 0"
"VDC","VDC58951","0 , 0"
"VDC","VDC58954","15.6182483333333337 , 100.994280000000018"
"VDC","VDC58981","0 , 0"
"VDC","VDC59103","0 , 0"
"VDC","VDC59269","0 , 0"
"VDC","VDC59329","0 , 0"
"VDC","VDC59378","0 , 0"
"VDC","VDC59444","0 , 0"
"VDC","VDC59482","12.6656233333333343 , 99.7992783333333477"
"VDC","VDC59564","0 , 0"
"VDC","VDC59576","0 , 0"
"VDC","VDC59577","0 , 0"
"VDC","VDC59583","13.586764999999998 , 100.696909999999988"
"VDC","VDC59620","0 , 0"
"VDC","VDC59624","13.9875516666666648 , 100.609956666666676"
"VDC","VDC59626","0 , 0"
"VDC","VDC59629","0 , 0"
"VDC","VDC59635","0 , 0"
"VDC","VDC59657","17.227176666666665 , 104.45842833333333"
"VDC","VDC59797","0 , 0"
"VDC","VDC59834","0 , 0"
"VDC","VDC59865","0 , 0"
"VDC","VDC59878","0 , 0"
"VDC","VDC59953","14.2460450000000005 , 99.5268383333333446"
"VDC","VDC59958","0 , 0"
"VDC","VDC59968","6.56159666666666652 , 101.039584999999988"
"VDC","VDC60008","0 , 0"
"VDC","VDC60058","0 , 0"
"VDC","VDC60093","0 , 0"
"VDC","VDC60096","0 , 0"
"VDC","VDC60109","0 , 0"
"VDC","VDC60110","0 , 0"
"VDC","VDC60185","0 , 0"
"VDC","VDC60252","15.7299249999999997 , 103.064831666666663"
"VDC","VDC60269","0 , 0"
"VDC","VDC60327","0 , 0"
"VDC","VDC60357","0 , 0"
"VDC","VDC60359","0 , 0"
"VDC","VDC60453","0 , 0"
"VDC","VDC60461","0 , 0"
"VDC","VDC60478","0 , 0"
"VDC","VDC60527","0 , 0"
"VDC","VDC60551","0 , 0"
"VDC","VDC60612","0 , 0"
"VDC","VDC60613","0 , 0"
"VDC","VDC60643","17.315764999999999 , 104.791176666666672"
"VDC","VDC60702","0 , 0"
"VDC","VDC60792","0 , 0"
"VDC","VDC60826","0 , 0"
"VDC","VDC60952","0 , 0"
"VDC","VDC60960","0 , 0"
"VDC","VDC60995","15.7297883333333335 , 103.448231666666658"
"VDC","VDC61007","0 , 0"
"VDC","VDC61012","0 , 0"
"VDC","VDC61182","0 , 0"
"VDC","VDC61217","0 , 0"
"VDC","VDC61225","13.9101949999999981 , 99.6036566666666658"
"VDC","VDC61262","0 , 0"
"VDC","VDC61331","0 , 0"
"VDC","VDC61395","15.1500149999999998 , 103.541213333333332"
"VDC","VDC61406","17.6537700000000015 , 103.072726666666682"
"VDC","VDC61422","0 , 0"
"VDC","VDC61672","0 , 0"
"VDC","VDC61821","0 , 0"
"VDC","VDC61838","0 , 0"
"VDC","VDC620","16.3226900000000015 , 103.298863333333344"
"VDC","VDC62110","0 , 0"
"VDC","VDC62135","0 , 0"
"VDC","VDC62307","13.6514950000000006 , 100.406186666666656"
"VDC","VDC62312","0 , 0"
"VDC","VDC62314","0 , 0"
"VDC","VDC62321","0 , 0"
"VDC","VDC62333","0 , 0"
"VDC","VDC62335","0 , 0"
"VDC","VDC62339","0 , 0"
"VDC","VDC62347","0 , 0"
"VDC","VDC62348","0 , 0"
"VDC","VDC62353","0 , 0"
"VDC","VDC62356","0 , 0"
"VDC","VDC62357","0 , 0"
"VDC","VDC62369","0 , 0"
"VDC","VDC62478","0 , 0"
"VDC","VDC62490","0 , 0"
"VDC","VDC62522","0 , 0"
"VDC","VDC62578","0 , 0"
"VDC","VDC62656","0 , 0"
"VDC","VDC62704","0 , 0"
"VDC","VDC62711","0 , 0"
"VDC","VDC62726","13.554926666666665 , 100.270515000000003"
"VDC","VDC62727","0 , 0"
"VDC","VDC62738","0 , 0"
"VDC","VDC62763","0 , 0"
"VDC","VDC62777","0 , 0"
"VDC","VDC62797","0 , 0"
"VDC","VDC62801","0 , 0"
"VDC","VDC62811","0 , 0"
"VDC","VDC62904","0 , 0"
"VDC","VDC62929","0 , 0"
"VDC","VDC62950","0 , 0"
"VDC","VDC63047","0 , 0"
"VDC","VDC63132","0 , 0"
"VDC","VDC63151","0 , 0"
"VDC","VDC63222","0 , 0"
"VDC","VDC63230","0 , 0"
"VDC","VDC63271","0 , 0"
"VDC","VDC6335","0 , 0"
"VDC","VDC63371","0 , 0"
"VDC","VDC63377","0 , 0"
"VDC","VDC63378","0 , 0"
"VDC","VDC63387","0 , 0"
"VDC","VDC63388","13.4534199999999995 , 101.043956600000001"
"VDC","VDC63404","0 , 0"
"VDC","VDC63408","0 , 0"
"VDC","VDC63411","0 , 0"
"VDC","VDC63502","0 , 0"
"VDC","VDC63505","0 , 0"
"VDC","VDC63542","0 , 0"
"VDC","VDC63607","0 , 0"
"VDC","VDC63728","0 , 0"
"VDC","VDC63858","0 , 0"
"VDC","VDC63906","0 , 0"
"VDC","VDC63951","0 , 0"
"VDC","VDC63955","0 , 0"
"VDC","VDC63995","0 , 0"
"VDC","VDC64011","0 , 0"
"VDC","VDC64056","0 , 0"
"VDC","VDC64079","8.18259499999999917 , 100.184635000000014"
"VDC","VDC64183","0 , 0"
"VDC","VDC64260","0 , 0"
"VDC","VDC64339","0 , 0"
"VDC","VDC64383","0 , 0"
"VDC","VDC64396","0 , 0"
"VDC","VDC64429","0 , 0"
"VDC","VDC64456","0 , 0"
"VDC","VDC64513","0 , 0"
"VDC","VDC64516","0 , 0"
"VDC","VDC64525","6.60214666666666616 , 100.872084999999998"
"VDC","VDC64545","0 , 0"
"VDC","VDC64557","0 , 0"
"VDC","VDC64676","0 , 0"
"VDC","VDC64778","0 , 0"
"VDC","VDC64779","0 , 0"
"VDC","VDC64785","0 , 0"
"VDC","VDC64787","0 , 0"
"VDC","VDC64811","0 , 0"
"VDC","VDC64812","0 , 0"
"VDC","VDC64826","0 , 0"
"VDC","VDC64830","0 , 0"
"VDC","VDC64835","0 , 0"
"VDC","VDC64838","0 , 0"
"VDC","VDC64839","0 , 0"
"VDC","VDC64853","0 , 0"
"VDC","VDC64867","13.8504533333333324 , 100.652258333333336"
"VDC","VDC64873","0 , 0"
"VDC","VDC64915","0 , 0"
"VDC","VDC64985","0 , 0"
"VDC","VDC65060","0 , 0"
"VDC","VDC65074","0 , 0"
"VDC","VDC65089","0 , 0"
"VDC","VDC65133","0 , 0"
"VDC","VDC65136","0 , 0"
"VDC","VDC65215","0 , 0"
"VDC","VDC65266","0 , 0"
"VDC","VDC65463","0 , 0"
"VDC","VDC65469","0 , 0"
"VDC","VDC65561","0 , 0"
"VDC","VDC65597","0 , 0"
"VDC","VDC65600","0 , 0"
"VDC","VDC65635","0 , 0"
"VDC","VDC65644","0 , 0"
"VDC","VDC65780","0 , 0"
"VDC","VDC65828","0 , 0"
"VDC","VDC65830","13.4428233000000006 , 101.034984899999998"
"VDC","VDC65831","0 , 0"
"VDC","VDC65835","0 , 0"
"VDC","VDC65839","0 , 0"
"VDC","VDC66001","0 , 0"
"VDC","VDC66018","0 , 0"
"VDC","VDC66042","0 , 0"
"VDC","VDC66118","0 , 0"
"VDC","VDC66157","0 , 0"
"VDC","VDC66226","0 , 0"
"VDC","VDC66256","0 , 0"
"VDC","VDC66373","0 , 0"
"VDC","VDC6640","14.0623533333333324 , 99.9835783333333268"
"VDC","VDC66519","0 , 0"
"VDC","VDC66535","0 , 0"
"VDC","VDC66708","0 , 0"
"VDC","VDC66728","0 , 0"
"VDC","VDC66787","0 , 0"
"VDC","VDC66801","0 , 0"
"VDC","VDC66807","0 , 0"
"VDC","VDC66825","0 , 0"
"VDC","VDC66826","0 , 0"
"VDC","VDC66829","0 , 0"
"VDC","VDC66910","0 , 0"
"VDC","VDC66940","0 , 0"
"VDC","VDC66996","0 , 0"
"VDC","VDC67000","0 , 0"
"VDC","VDC67046","0 , 0"
"VDC","VDC67080","0 , 0"
"VDC","VDC67142","0 , 0"
"VDC","VDC67216","0 , 0"
"VDC","VDC67271","11.7433783333333324 , 99.7897466666666588"
"VDC","VDC67282","0 , 0"
"VDC","VDC67290","0 , 0"
"VDC","VDC67313","0 , 0"
"VDC","VDC67318","0 , 0"
"VDC","VDC67337","0 , 0"
"VDC","VDC67391","0 , 0"
"VDC","VDC67399","0 , 0"
"VDC","VDC67404","0 , 0"
"VDC","VDC67418","0 , 0"
"VDC","VDC67523","0 , 0"
"VDC","VDC67524","0 , 0"
"VDC","VDC67544","0 , 0"
"VDC","VDC67546","0 , 0"
"VDC","VDC67560","0 , 0"
"VDC","VDC67712","0 , 0"
"VDC","VDC67714","0 , 0"
"VDC","VDC67715","0 , 0"
"VDC","VDC67717","0 , 0"
"VDC","VDC67747","0 , 0"
"VDC","VDC67772","0 , 0"
"VDC","VDC67785","0 , 0"
"VDC","VDC67936","0 , 0"
"VDC","VDC68116","0 , 0"
"VDC","VDC68242","0 , 0"
"VDC","VDC68293","0 , 0"
"VDC","VDC68355","0 , 0"
"VDC","VDC68469","0 , 0"
"VDC","VDC68516","0 , 0"
"VDC","VDC68517","0 , 0"
"VDC","VDC68525","0 , 0"
"VDC","VDC68536","0 , 0"
"VDC","VDC68542","0 , 0"
"VDC","VDC68547","0 , 0"
"VDC","VDC68560","14.992799999999999 , 104.381429999999995"
"VDC","VDC68606","0 , 0"
"VDC","VDC68610","0 , 0"
"VDC","VDC68670","0 , 0"
"VDC","VDC68691","0 , 0"
"VDC","VDC68727","0 , 0"
"VDC","VDC68757","0 , 0"
"VDC","VDC68791","0 , 0"
"VDC","VDC68819","13.057498333333335 , 99.9238200000000063"
"VDC","VDC68825","0 , 0"
"VDC","VDC68829","0 , 0"
"VDC","VDC68890","16.8027983333333317 , 100.027344999999997"
"VDC","VDC68917","0 , 0"
"VDC","VDC68942","0 , 0"
"VDC","VDC68948","0 , 0"
"VDC","VDC68977","14.5798433333333346 , 100.998299999999986"
"VDC","VDC68988","0 , 0"
"VDC","VDC69060","0 , 0"
"VDC","VDC69071","0 , 0"
"VDC","VDC69080","0 , 0"
"VDC","VDC69081","0 , 0"
"VDC","VDC69083","0 , 0"
"VDC","VDC69086","0 , 0"
"VDC","VDC69138","0 , 0"
"VDC","VDC69155","0 , 0"
"VDC","VDC69169","0 , 0"
"VDC","VDC69197","13.0982116666666677 , 99.9577599999999933"
"VDC","VDC69200","0 , 0"
"VDC","VDC69245","8.23967500000000008 , 100.018618333333322"
"VDC","VDC69252","0 , 0"
"VDC","VDC69281","13.4030300000000011 , 100.005499999999998"
"VDC","VDC69331","0 , 0"
"VDC","VDC69339","0 , 0"
"VDC","VDC69348","0 , 0"
"VDC","VDC69353","0 , 0"
"VDC","VDC69364","0 , 0"
"VDC","VDC69418","0 , 0"
"VDC","VDC69429","0 , 0"
"VDC","VDC69465","0 , 0"
"VDC","VDC69488","0 , 0"
"VDC","VDC69576","0 , 0"
"VDC","VDC69584","12.9971333333333323 , 101.222148333333337"
"VDC","VDC69707","0 , 0"
"VDC","VDC69712","0 , 0"
"VDC","VDC69775","0 , 0"
"VDC","VDC69779","0 , 0"
