"entity","device","service_product","count"
"VDP","VFE1320","แฟนต้า แดง 245 มล.","8"
"VDP","VFE2089","เบอร์ดี้เอสเปรสโซ","8"
"VDP","VFE2089","เบอร์ดี้โรบัสต้า 180 มล.","8"
"VDP","VFE2089","บิ๊กโคล่า-น้ำดำ","8"
"VDP","VFE2196","โค้ก-สลิม","8"
"VDP","VFE2196","เป๊ปซี่ สลิม 245 มล.","8"
"VDC","VDC56355","TRUEPROSERM","8"
"VDC","VDC56355","TRUE","8"
"VDC","VDC56355","TMNTOPUP","8"
"VDC","VDC56355","SCBDEPOSIT","8"
"VDC","VDC56355","PWA","8"
"VDC","VDC56355","PEA","8"
"VDC","VDC56355","KTBDEPOSIT","8"
"VDC","VDC56355","KBANKDEPOSIT","8"
"VDC","VDC56355","GSBDEPOSIT","8"
"VDC","VDC56355","DTACPROSERM","8"
"VDC","VDC56355","DTAC","8"
"VDP","VFS1557","ลูกอมรสมะนาวผสมเกลือหิมาลัย","8"
"VDC","VDC56355","APLAY","8"
"VDC","VDC56355","AISBILL","8"
"VDC","VDC56355","AIS","8"
"VDC","VDC56355","AIRPAYWALLET","8"
"VDP","VFE2089","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFS1541","เขาช่อง ถั่วลิสงอบเกลือ 42 กรัม","8"
"VDP","VFS1557","เลย์ รสโนริสาหร่าย","8"
"VDC","VDC60702","TRUEPOSTPAID","8"
"VDP","VFS1523","คอนเน่","8"
"VDP","VFE1595","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","8"
"VDP","VFE1595","โค้ก-ซีโร่ 245ml. (1x12)","8"
"VDC","VDC48206","GSBDEPOSITONLINE","8"
"VDP","VFE1595","ชเวปส์","8"
"VDP","VFE1595","ซีวิท-เลมอน","8"
"VDP","VFE1595","ซีวิท-ออเร้นจ์","8"
"VDC","VDC48206","KBANKDEPOSIT","8"
"VDC","VDC48206","KTBDEPOSIT","8"
"VDP","VFE1595","เนสกาแฟ ลาเต้","8"
"VDC","VDC48206","MYCAT","8"
"VDC","VDC48206","PEA","8"
"VDP","VFE1595","เนสกาแฟ เอสเปรสโซ","8"
"VDC","VDC48206","RABBITLINEPAY","8"
"VDC","VDC48206","SCBDEPOSIT","8"
"VDC","VDC48206","TMNEPIN","8"
"VDC","VDC48206","TMNTOPUP","8"
"VDP","VFE2089","บิ๊กกรีนที","8"
"VDP","VFE2089","เนสกาแฟ ลาเต้","8"
"VDP","VFE2089","ซีวิท-ออเร้นจ์","8"
"VDP","VFE2089","ซีวิท-เลมอน","8"
"VDP","VFE2089","ชเวปส์","8"
"VDP","VFS651","เจเล่ บิวตี้ แบล็คเคอเรนท์ 150 กรัม","8"
"VDP","VFS651","เจเล่ บิวตี้ วิตามิน เอ.ซี.อี. 150 กรัม","8"
"VDP","VFS651","ทาโร่โรล 2ม. รสเข้มข้น","8"
"VDP","VFE2089","โค้ก-สลิม","8"
"VDP","VFE2089","คาราบาวแดง","8"
"VDC","VDC48206","TRUE","8"
"VDP","VFE2089","UFC- เฉาก๊วย","8"
"VDC","VDC48206","TRUEPOSTPAID","8"
"VDP","VFE124","เอ็ม-150","8"
"VDP","VFE2089","611 เอ็มจอย 300ml. องุ่น","8"
"VDP","VFE2089","611 เอ็มจอย300ml ลิ้นจี่","8"
"VDP","VFE2089","611 น้ำวิตามินซี (Six.Eleven)","8"
"VDP","VFE2089","611 น้ำเกลือแร่(Six.Eleven)","8"
"VDP","VFS1758","ปาร์ตี้ คาราเมล","8"
"VDP","VFE683","คาราบาวแดง","8"
"VDP","VFE683","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFS1758","นมไวตามิ้ลค์ กล่องสูตรออริจินอล 300 มล.","8"
"VDP","VFS1758","นมไวตามิ้ลค์ กล่องรสงาดำ","8"
"VDP","VFS1758","เทสโต แผ่นหยัก ปูผัดผงกระหรี่","8"
"VDP","VFS1758","โดโซะรสคอร์นชีส 56g (10ชิ้น)","8"
"VDC","VDC65215","AIS","8"
"VDC","VDC65215","AISPROSERM","8"
"VDP","VFE1595","บิ๊กกรีนที","8"
"VDP","VFE1595","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFE1595","บิ๊กโคล่า-น้ำดำ","8"
"VDP","VFE1595","เบอร์ดี้โรบัสต้า 180 มล.","8"
"VDP","VFE1595","เบอร์ดี้เอสเปรสโซ","8"
"VDP","VFE1595","แฟนต้า แดง 245 มล.","8"
"VDP","VFE1595","สิงห์ เลมอนโซดา 330 มล.","8"
"VDP","VFE1595","เอส-โคล่า","8"
"VDP","VFE1595","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","8"
"VDC","VDC65215","DTAC","8"
"VDC","VDC65215","KBANKDEPOSIT","8"
"VDP","VFE1595","เอส เพลย์ ครีมโซดา","8"
"VDC","VDC48206","TRUEPROSERM","8"
"VDP","VFE2301","แฟนต้า แดง 245 มล.","8"
"VDP","VFE2301","เมจิกฟาร์ม มะพร้าว","8"
"VDP","VFE2301","โวลต์ กาแฟอีนและซิงค์ 215 มล.","8"
"VDP","VFE2301","สิงห์ เลมอนโซดา 330 มล.","8"
"VDP","VFE2301","เอส-โคล่า","8"
"VDP","VFE516","คาราบาวแดง","8"
"VDP","VFE1433","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","8"
"VDP","VFE1320","น้ำดื่ม อุลตร้าแมน ขนาด 500ml.","8"
"VDP","VFE1320","โค้ก-สลิม","8"
"VDP","VFE1320","คาราบาวแดง","8"
"VDP","VFE1595","เอส เพลย์ สตรอเบอร์รี่ 250 มล. (กระป๋อง)","8"
"VDC","VDC65215","MYCAT","8"
"VDP","VFE1320","M-150 น้ำผึ้ง 150 มล.","8"
"VDC","VDC45760","TRUEPROSERM","8"
"VDP","VFE1433","สิงห์ เลมอนโซดา 330 มล.","8"
"VDC","VDC45760","TRUEPOSTPAID","8"
"VDP","VFS1541","เลย์ รสโนริสาหร่าย","8"
"VDC","VDC45760","TRUE","8"
"VDC","VDC45760","TMNTOPUP","8"
"VDC","VDC65215","PEA","8"
"VDC","VDC65215","TMNTOPUP","8"
"VDC","VDC65215","TRUE","8"
"VDP","VFE691","คาราบาวแดง","8"
"VDP","VFE691","บิ๊กกรีนที","8"
"VDC","VDC38084","AIRPAYWALLET","8"
"VDC","AJT100417","TRUEPROSERM","8"
"VDP","VFE726","611 น้ำวิตามินซี (Six.Eleven)","8"
"VDC","VDC45760","TMNEPIN","8"
"VDP","VFE726","611 เอ็มจอย 300ml. องุ่น","8"
"VDC","AJT100417","TRUE","8"
"VDP","VFE726","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","8"
"VDC","VDC45760","SCBDEPOSIT","8"
"VDP","VFE726","โค้ก-สลิม","8"
"VDP","VFE726","ชเวปส์","8"
"VDC","VDC45760","MYCAT","8"
"VDC","VDC45760","KTBDEPOSIT","8"
"VDP","VFS1557","เลย์ รสมันฝรั่งแท้ออริจินัลแผ่นหยัก","8"
"VDC","VDC45760","KBANKDEPOSIT","8"
"VDC","VDC45760","DTACPROSERM","8"
"VDP","VFS1557","เลย์ รสเอ๊กซ์ตร้า บาร์บีคิว","8"
"VDP","VFE726","ซีวิท-ออเร้นจ์","8"
"VDP","VFE726","น้ำแร่ ตราเวนดิ้ง พลัส 500 มล.","8"
"VDP","VFE726","เนสกาแฟ ลาเต้","8"
"VDP","VFE726","เนสกาแฟ เอสเปรสโซ","8"
"VDP","VFE726","บิ๊กกรีนที","8"
"VDC","VDC45760","DTAC","8"
"VDP","VFE726","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFE726","บิ๊กโคล่า-น้ำดำ","8"
"VDP","VFE726","เบอร์ดี้โรบัสต้า 180 มล.","8"
"VDP","VFE726","เบอร์ดี้เอสเปรสโซ","8"
"VDP","VFE726","เมจิกฟาร์ม มะพร้าว","8"
"VDP","VFE726","โวลต์ กาแฟอีนและซิงค์ 215 มล.","8"
"VDP","VFE726","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","8"
"VDP","VFE726","เอ็ม-150","8"
"VDC","VDC45760","AISPROSERM","8"
"VDP","VFE726","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","8"
"VDP","VFE726","เอส เพลย์ ครีมโซดา","8"
"VDP","VFE726","เอส เพลย์ สตรอเบอร์รี่ 250 มล. (กระป๋อง)","8"
"VDP","VFE735","น้ำดื่ม อุลตร้าแมน ขนาด 500ml.","8"
"VDP","VFE2452","เอ็ม-150","8"
"VDP","VFE2024","เอส เพลย์ ครีมโซดา","8"
"VDP","VFE2024","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","8"
"VDC","VDC45760","AIS","8"
"VDP","VFE2024","เอส-โคล่า","8"
"VDP","VFS1557","สแน็คแจ๊ค","8"
"VDP","VFE2024","เมจิกฟาร์ม มะพร้าว","8"
"VDP","VFE2024","แฟนต้า แดง 245 มล.","8"
"VDP","VFE2439","611 น้ำเกลือแร่(Six.Eleven)","8"
"VDP","VFE2439","UFC- เฉาก๊วย","8"
"VDP","VFE2024","บิ๊กกรีนที","8"
"VDP","VFE2439","เครื่องดื่มกัญชง ตรา คามูซี","8"
"VDP","VFE2024","เนสกาแฟ เอสเปรสโซ","8"
"VDP","VFE2024","เนสกาแฟ ลาเต้","8"
"VDP","VFS1557","เอส PET 490มล.","8"
"VDP","VFE2024","ซีวิท-ออเร้นจ์","8"
"VDP","VFE2024","ซีวิท-เลมอน","8"
"VDP","VFE2024","ชเวปส์","8"
"VDP","VFE2024","โค้ก-สลิม","8"
"VDP","VFE2024","UFC- เฉาก๊วย","8"
"VDP","VFE992","โวลต์ กาแฟอีนและซิงค์ 215 มล.","8"
"VDP","VFS1648","เจเล่ บิวตี้ แบล็คเคอเรนท์ 150 กรัม","8"
"VDP","VFS1648","เจเล่ บิวตี้ วิตามิน เอ.ซี.อี. 150 กรัม","8"
"VDP","VFE992","เป๊ปซี่ สลิม 245 มล.","8"
"VDP","VFE992","เบอร์ดี้โรบัสต้า 180 มล.","8"
"VDP","VFE992","โค้ก-สลิม","8"
"VDP","VFS1648","นมไวตามิ้ลค์ กล่องรสงาดำ","8"
"VDP","VFE2024","611 น้ำวิตามินซี (Six.Eleven)","8"
"VDP","VFE2439","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","8"
"VDP","VFE1610","น้ำดื่ม อุลตร้าแมน ขนาด 500ml.","8"
"VDP","VFE2024","611 น้ำเกลือแร่(Six.Eleven)","8"
"VDP","VFS1648","โฟร์โมสต์ นมยูเอชที รสจืด 225 มล.","8"
"VDP","VFS1648","โฟร์โมสต์ นมยูเอชที รสช็อกโกแลต 225 มล.","8"
"VDP","VFE1918","เอส-โคล่า","8"
"VDP","VFS1648","โฟร์โมสต์ โอเมก้าโยเกิร์ต รสผลไม้","8"
"VDP","VFS1648","โฟร์โมสต์ โอเมก้าโยเกิร์ต รสส้ม","8"
"VDP","VFE2439","โค้ก-ซีโร่ 245ml. (1x12)","8"
"VDP","VFE1918","เมจิกฟาร์ม มะพร้าว","8"
"VDP","VFE2439","ชเวปส์","8"
"VDP","VFS1648","ยูนิฟ น้ำผักผสมผลไม้รวม แครอทม่วง","8"
"VDP","VFS1648","ยูนิฟ น้ำผักผสมผลไม้รวมผักใบเขียว","8"
"VDP","VFE1918","เป๊ปซี่ สลิม 245 มล.","8"
"VDP","VFE1918","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFS1557","ฮานามิ","8"
"VDP","VFS1541","เลย์ รสเอ๊กซ์ตร้า บาร์บีคิว","8"
"VDP","VFE2301","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","8"
"VDP","VFE2439","ซีวิท-เลมอน","8"
"VDP","VFE2439","ซีวิท-ออเร้นจ์","8"
"VDP","VFE2439","น้ำดื่มเวนดิ้งพลัส อัลคาไลน์วอเตอร์","8"
"VDP","VFE1433","โวลต์ กาแฟอีนและซิงค์ 215 มล.","8"
"VDP","VFE2439","เนสกาแฟ ลาเต้","8"
"VDP","VFE2439","เนสกาแฟ เอสเปรสโซ","8"
"VDP","VFE2439","บิ๊กกรีนที","8"
"VDP","VFE2439","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFE2439","บิ๊กโคล่า-น้ำดำ","8"
"VDP","VFE2439","เบอร์ดี้โรบัสต้า 180 มล.","8"
"VDP","VFE2439","เบอร์ดี้เอสเปรสโซ","8"
"VDP","VFE1918","โค้ก-สลิม","8"
"VDP","VFE1918","คาราบาวแดง","8"
"VDC","VDC42564","AIRPAYWALLET","8"
"VDC","VDC42564","AIS","8"
"VDC","VDC42564","AISPROSERM","8"
"VDC","VDC42564","DTAC","8"
"VDC","VDC42564","GSBDEPOSIT","8"
"VDC","VDC42564","GSBDEPOSITONLINE","8"
"VDC","VDC42564","KBANKDEPOSIT","8"
"VDC","VDC42564","MYCAT","8"
"VDC","VDC42564","TMNTOPUP","8"
"VDC","VDC42564","TRUE","8"
"VDP","VFE1433","เมจิกฟาร์ม มะพร้าว","8"
"VDP","VFE2439","แฟนต้า แดง 245 มล.","8"
"VDP","VFE2439","เมจิกฟาร์ม มะพร้าว","8"
"VDP","VFE2439","สิงห์ เลมอนโซดา 330 มล.","8"
"VDP","VFE2439","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","8"
"VDP","VFE2439","เอ็ม-150","8"
"VDP","VFE2439","เอส-โคล่า","8"
"VDP","VFE2439","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","8"
"VDP","VFE2439","เอส เพลย์ ครีมโซดา","8"
"VDP","VFE516","น้ำดื่ม อุลตร้าแมน ขนาด 500ml.","8"
"VDP","VFE516","เป๊ปซี่ สลิม 245 มล.","8"
"VDP","VFE1049","น้ำแร่ อุลตร้าแมน ขนาด 500 มล.","8"
"VDP","VFE1049","M-150 น้ำผึ้ง 150 มล.","8"
"VDP","VFE2301","เอส เพลย์ ครีมโซดา","8"
"VDC","AJT100417","TMNTOPUP","8"
"VDC","AJT100417","SCBDEPOSIT","8"
"VDC","AJT100417","SBMTOPUPWALLET","8"
"VDC","AJT100417","MYCAT","8"
"VDC","AJT100417","KTBDEPOSIT","8"
"VDP","VFE516","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","8"
"VDP","VFE516","เอ็ม-150","8"
"VDP","VFE517","M-150 น้ำผึ้ง 150 มล.","8"
"VDP","VFE1433","แฟนต้า แดง 245 มล.","8"
"VDP","VFE1433","บิ๊กโคล่า-น้ำดำ","8"
"VDP","VFE1433","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFE1433","บิ๊กกรีนที","8"
"VDP","VFE1433","เนสกาแฟ เอสเปรสโซ","8"
"VDP","VFE1433","เนสกาแฟ ลาเต้","8"
"VDP","VFE1433","น้ำดื่ม อุลตร้าแมน ขนาด 500ml.","8"
"VDP","VFE1433","ซีวิท-ออเร้นจ์","8"
"VDP","VFS1541","มาม่า คัพ ต้มยำกุ้งน้ำข้น 60 กรัม","8"
"VDC","VDC42564","TRUEPROSERM","8"
"VDC","VDC48708","KBANKDEPOSIT","8"
"VDP","VFE1230","เอส เพลย์ ครีมโซดา","8"
"VDC","VDC63132","TRUE","8"
"VDC","VDC63132","TMNTOPUP","8"
"VDC","VDC63132","SCBDEPOSIT","8"
"VDC","VDC63132","MYCAT","8"
"VDC","VDC63132","KTBDEPOSIT","8"
"VDC","VDC63132","KBANKDEPOSIT","8"
"VDC","VDC63132","DTACPROSERM","8"
"VDC","VDC63132","DTAC","8"
"VDC","VDC63132","BAACDEPOSIT","8"
"VDC","VDC63132","AISPROSERM","8"
"VDC","VDC63132","AIS","8"
"VDC","VDC61217","TRUE","8"
"VDC","VDC61217","TMNTOPUP","8"
"VDC","VDC61217","TMNEPIN","8"
"VDC","VDC48708","TMNEPIN","8"
"VDC","VDC38084","AIS","8"
"VDC","VDC38084","BAACDEPOSIT","8"
"VDC","VDC38084","BAYDEPOSIT","8"
"VDC","VDC38084","DTAC","8"
"VDC","VDC38084","DTACPROSERM","8"
"VDC","VDC38084","KBANKDEPOSIT","8"
"VDC","VDC38084","KTBDEPOSIT","8"
"VDC","VDC38084","SCBDEPOSIT","8"
"VDC","VDC38084","TMNTOPUP","8"
"VDC","VDC61217","SCBDEPOSIT","8"
"VDC","VDC61217","KBANKDEPOSIT","8"
"VDP","VFS1661","นมไวตามิ้ลค์ กล่องสูตรออริจินอล 300 มล.","8"
"VDC","VDC61217","GSBDEPOSIT","8"
"VDC","VDC61217","DTAC","8"
"VDP","VFS1664","เขาช่อง ถั่วลิสงอบเกลือ 42 กรัม","8"
"VDC","VDC61217","AISPROSERM","8"
"VDC","VDC61217","AIS","8"
"VDC","VDC67080","AIRPAYWALLET","8"
"VDC","VDC67080","AIS","8"
"VDP","VFS1664","ชาฮิโรฉะ น้ำผึ้งมะนาว ขนาด 250ml.","8"
"VDP","VFS1664","โดโซะรสกลมกล่อม 56g (10ชิ้น)","8"
"VDC","VDC67080","AISPROSERM","8"
"VDC","VDC67080","BAACDEPOSIT","8"
"VDC","VDC67080","DTAC","8"
"VDC","VDC67080","GSBDEPOSITONLINE","8"
"VDC","VDC67080","KBANKDEPOSIT","8"
"VDC","VDC67080","KTBDEPOSIT","8"
"VDC","VDC67080","PEA","8"
"VDC","VDC67080","TMNEPIN","8"
"VDC","VDC67080","TMNTOPUP","8"
"VDC","VDC67080","TRUE","8"
"VDC","VDC38084","TRUE","8"
"VDP","VFE1230","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","8"
"VDP","VFS1664","โฟร์โมสต์ โอเมก้าโยเกิร์ต รสผลไม้","8"
"VDC","VDC59576","TMNTOPUP","8"
"VDP","VFE2301","UFC- เฉาก๊วย","8"
"VDP","VFE2301","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","8"
"VDP","VFS1664","ยูนิฟ น้ำผักผสมผลไม้รวม แครอทม่วง","8"
"VDP","VFS1664","ยูนิฟ น้ำผักผสมผลไม้รวมผักใบเขียว","8"
"VDP","VFE2301","ชเวปส์","8"
"VDP","VFE2301","ซีวิท-เลมอน","8"
"VDP","VFE841","คาราบาวแดง","8"
"VDP","VFE1798","เมจิกฟาร์ม มะพร้าว","8"
"VDP","VFE1798","เป๊ปซี่ สลิม 245 มล.","8"
"VDP","VFE1798","โค้ก-สลิม","8"
"VDP","VFE2452","เป๊ปซี่ สลิม 245 มล.","8"
"VDP","VFE2301","ซีวิท-ออเร้นจ์","8"
"VDC","VDC38084","TRUEPROSERM","8"
"VDP","VFE1798","คาราบาวแดง","8"
"VDP","VFE2452","โค้ก-สลิม","8"
"VDP","VFE2452","M-150 น้ำผึ้ง 150 มล.","8"
"VDC","VDC67717","AIS","8"
"VDP","VFS847","เขาช่อง ถั่วลิสงอบเกลือ 42 กรัม","8"
"VDC","AJT100417","AIS","8"
"VDC","AJT100417","AISFIBRE","8"
"VDC","AJT100417","AISPROSERM","8"
"VDC","AJT100417","APLAY","8"
"VDC","VDC67717","DTAC","8"
"VDC","VDC67717","KBANKDEPOSIT","8"
"VDC","VDC67717","PEA","8"
"VDC","VDC67717","SCBDEPOSIT","8"
"VDC","VDC67717","TMNTOPUP","8"
"VDP","VFE841","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFE841","เป๊ปซี่ แมกซ์ 245 มล.","8"
"VDP","VFE841","เป๊ปซี่ สลิม 245 มล.","8"
"VDP","VFS1735","นิสชิน พรีเมี่ยมคัพ รสไก่เผ็ดเกาหลี","8"
"VDP","VFS847","โดโซะรสกลมกล่อม 56g (10ชิ้น)","8"
"VDP","VFS847","ถุงยางอนามัยวันทัช สตรอเบอรี่","8"
"VDC","VDC51641","AIRPAYWALLET","8"
"VDC","VDC51641","AIS","8"
"VDC","VDC51641","DTAC","8"
"VDC","VDC51641","TMNTOPUP","8"
"VDC","VDC51641","TRUE","8"
"VDC","VDC51641","TRUEPROSERM","8"
"VDC","VDC62339","DTAC","8"
"VDC","AJT100417","DTAC","8"
"VDC","AJT100417","DTACPROSERM","8"
"VDP","VFE1230","เอส-โคล่า","8"
"VDC","VDC48708","GSBDEPOSITONLINE","8"
"VDC","AJT100417","GSBDEPOSIT","8"
"VDP","VFE1230","สิงห์ เลมอนโซดา 330 มล.","8"
"VDP","VFE1230","โวลต์ กาแฟอีนและซิงค์ 215 มล.","8"
"VDP","VFE1230","เมจิกฟาร์ม มะพร้าว","8"
"VDP","VFE1230","แฟนต้า แดง 245 มล.","8"
"VDP","VFE2436","คาราบาวแดง","8"
"VDP","VFE1230","เบอร์ดี้โรบัสต้า 180 มล.","8"
"VDP","VFE1230","บิ๊กโคล่า-น้ำดำ","8"
"VDP","VFE1230","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","8"
"VDP","VFE517","น้ำแร่ อุลตร้าแมน ขนาด 500 มล.","8"
"VDP","VFE1230","เนสกาแฟ เอสเปรสโซ","8"
"VDP","VFE1230","เนสกาแฟ ลาเต้","8"
"VDP","VFE2436","โค้ก-สลิม","8"
"VDP","VFE1230","ชเวปส์","8"
"VDP","VFE1433","ชเวปส์","8"
"VDP","VFE1230","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","8"
"VDP","VFE1433","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","8"
"VDC","VDC48708","DTAC","8"
"VDC","VDC48708","AISPROSERM","8"
"VDP","VFS1541","มาม่า คัพ หมูสับ","8"
"VDP","VFE1433","เครื่องดื่มกัญชง ตรา คามูซี","8"
"VDP","VFE1433","คาราบาวแดง","8"
"VDP","VFE1433","UFC- เฉาก๊วย","8"
"VDP","VFE1433","611 เอ็มจอย 300ml. องุ่น","8"
"VDC","VDC48708","AIS","8"
"VDP","VFE1433","611 น้ำวิตามินซี (Six.Eleven)","8"
"VDC","VDC62339","AIRPAYWALLET","8"
"VDC","VDC62339","AIS","8"
"VDC","VDC66373","PEA","7"
"VDP","VFE1443","ชเวปส์","7"
"VDP","VFE1443","ซีวิท-ออเร้นจ์","7"
"VDP","VFE1443","น้ำดื่มเวนดิ้งพลัส อัลคาไลน์วอเตอร์","7"
"VDP","VFE1443","เนสกาแฟ ลาเต้","7"
"VDP","VFE1443","เนสกาแฟ เอสเปรสโซ","7"
"VDP","VFE1443","บิ๊กกรีนที","7"
"VDP","VFE1443","เบอร์ดี้โรบัสต้า 180 มล.","7"
"VDP","VFE1443","เป๊ปซี่ แมกซ์ 245 มล.","7"
"VDP","VFE1443","แฟนต้า แดง 245 มล.","7"
"VDP","VFE1443","เมจิกฟาร์ม มะพร้าว","7"
"VDP","VFE1443","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","7"
"VDP","VFE1443","เอ็ม-150","7"
"VDP","VFE1443","เอส-โคล่า","7"
"VDC","VDC38729","TRUE","7"
"VDP","VFE1443","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","7"
"VDP","VFE1443","เอส เพลย์ ครีมโซดา","7"
"VDP","VFE421","611 น้ำวิตามินซี (Six.Eleven)","7"
"VDP","VFE421","611 เอ็มจอย300ml ลิ้นจี่","7"
"VDP","VFE421","UFC- เฉาก๊วย","7"
"VDP","VFE421","ชเวปส์","7"
"VDP","VFE421","ซีวิท-เลมอน","7"
"VDC","VDC38729","TMNTOPUP","7"
"VDC","VDC38729","MYCAT","7"
"VDC","VDC38729","GSBDEPOSITONLINE","7"
"VDC","VDC38729","DTAC","7"
"VDP","VFE1466","611 น้ำเกลือแร่(Six.Eleven)","7"
"VDP","VFE1466","611 น้ำวิตามินซี (Six.Eleven)","7"
"VDP","VFE1466","611 เอ็มจอย300ml ลิ้นจี่","7"
"VDP","VFE1466","UFC- เฉาก๊วย","7"
"VDP","VFE1466","คาราบาวแดง","7"
"VDP","VFE1466","เครื่องดื่มกัญชง ตรา คามูซี","7"
"VDP","VFE1466","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","7"
"VDP","VFE1466","ชเวปส์","7"
"VDP","VFE1466","ซีวิท-ออเร้นจ์","7"
"VDP","VFE1466","น้ำดื่มเวนดิ้งพลัส อัลคาไลน์วอเตอร์","7"
"VDP","VFE1466","เนสกาแฟ ลาเต้","7"
"VDP","VFE1466","เนสกาแฟ เอสเปรสโซ","7"
"VDP","VFE1466","บิ๊กกรีนที","7"
"VDP","VFE1466","เบอร์ดี้โรบัสต้า 180 มล.","7"
"VDP","VFE1466","เป๊ปซี่ แมกซ์ 245 มล.","7"
"VDP","VFE1466","แฟนต้า แดง 245 มล.","7"
"VDP","VFE1466","เมจิกฟาร์ม มะพร้าว","7"
"VDP","VFE1466","โวลต์ กาแฟอีนและซิงค์ 215 มล.","7"
"VDP","VFE1466","สิงห์ เลมอนโซดา 330 มล.","7"
"VDP","VFE1466","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","7"
"VDP","VFE1466","เอ็ม-150","7"
"VDP","VFE1466","เอส-โคล่า","7"
"VDP","VFE1466","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","7"
"VDP","VFE1466","เอส เพลย์ ครีมโซดา","7"
"VDP","VFE1466","เอส เพลย์ สตรอเบอร์รี่ 250 มล. (กระป๋อง)","7"
"VDC","VDC46941","TRUEPROSERM","7"
"VDC","VDC46941","TRUEONLINE","7"
"VDC","VDC46941","TRUE","7"
"VDC","VDC46941","TMNTOPUP","7"
"VDC","VDC46941","SCBDEPOSIT","7"
"VDC","VDC46941","RABBITLINEPAY","7"
"VDC","VDC46941","MYCAT","7"
"VDC","VDC38729","AIS","7"
"VDC","VDC46941","KBANKDEPOSIT","7"
"VDC","VDC46941","DTACPROSERM","7"
"VDC","VDC46941","DTAC","7"
"VDC","VDC46941","AISPROSERM","7"
"VDC","VDC46941","AIS","7"
"VDC","VDC46941","AIRPAYWALLET","7"
"VDP","VFS1515","โฟร์โมสต์ โอเมก้าโยเกิร์ต รสส้ม","7"
"VDP","VFS1515","โฟร์โมสต์ โอเมก้าโยเกิร์ต รสผลไม้","7"
"VDP","VFS1515","โฟร์โมสต์ยูเอที225มล.รสหวาน","7"
"VDP","VFS1515","โฟร์โมสต์ นมยูเอชที รสจืด 225 มล.","7"
"VDP","VFS1515","เทสโต แผ่นหยัก ปูผัดผงกระหรี่","7"
"VDP","VFS1515","ชาฮิโรฉะ น้ำผึ้งมะนาว ขนาด 250ml.","7"
"VDP","VFS1515","เจเล่ บิวตี้ แบล็คเคอเรนท์ 150 กรัม","7"
"VDP","VFS1515","เขาช่อง ถั่วลิสงอบเกลือ 42 กรัม","7"
"VDP","VFS1509","ลูกอมรสมะนาวผสมเกลือหิมาลัย","7"
"VDP","VFS1509","ยูนิฟ น้ำผักผสมผลไม้รวม แครอทม่วง","7"
"VDP","VFS1509","โฟร์โมสต์ยูเอที225มล.รสหวาน","7"
"VDP","VFS1509","โฟร์โมสต์ นมยูเอชที รสช็อกโกแลต 225 มล.","7"
"VDP","VFS1509","โฟร์โมสต์ นมยูเอชที รสจืด 225 มล.","7"
"VDP","VFS1509","พริงเกิลส์-ดั้งเดิม","7"
"VDP","VFS1509","นมไวตามิ้ลค์ขวดสูตรออริจินอล (ทูโก)","7"
"VDP","VFS1509","เดนทีนไอซ์กลิ่นเชอรี่แผง","7"
"VDP","VFS1509","โคอะล่ามาร์ช-สตรอเบอร์รี","7"
"VDP","VFS1509","โคอะล่ามาร์ช-ช๊อกโกแล็ต","7"
"VDC","VDC49551","AIRPAYWALLET","7"
"VDC","VDC49551","AIS","7"
"VDC","VDC49551","AISPROSERM","7"
"VDC","VDC49551","DTAC","7"
"VDC","VDC49551","DTACPROSERM","7"
"VDC","VDC49551","GSBDEPOSIT","7"
"VDC","VDC49551","GSBDEPOSITONLINE","7"
